지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),평균 풍속(m/s),최대 순간 풍속 풍향(deg),최대 순간풍속 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),최대 순간 풍속 풍향(hhmi)
725,2018-09-10,22.9,20.9,118.0,24.5,1356.0,0.0,8.8,4.1,81.5,2051.0,,,
725,2017-08-24,29.6,27.0,158.0,33.3,1247.0,0.0,6.1,2.4,229.4,,,,
725,2012-07-09,23.6,20.2,341.0,27.0,1525.0,0.0,5.5,1.4,,1605.0,0.0,,171.9
725,2016-10-29,14.9,12.9,2323.0,17.0,1201.0,0.0,9.4,5.1,346.8,,,,
725,2010-03-13,11.8,9.0,611.0,13.9,1543.0,0.0,8.6,3.8,,327.0,0.0,,338.4
725,2020-02-09,6.4,4.1,1.0,8.1,1758.0,0.0,16.8,8.9,308.0,100.0,,,
725,2018-12-10,8.5,5.4,1.0,12.1,2359.0,0.0,6.2,2.8,52.7,2235.0,,,
725,2016-09-11,25.0,24.1,411.0,26.9,1220.0,0.0,5.2,2.9,47.3,,,,
725,2015-01-25,12.8,5.8,39.0,16.3,1228.0,7.5,8.6,2.5,208.8,1213.0,3.5,1900.0,
725,2012-03-31,9.3,5.8,2344.0,13.2,1518.0,0.0,16.0,8.5,,222.0,0.0,,330.3
725,2017-09-02,24.0,22.9,600.0,25.7,1256.0,0.0,6.1,3.3,70.3,,,,
725,2020-08-01,26.6,22.9,443.0,30.2,1423.0,0.0,10.4,4.5,157.7,1255.0,,,
725,2018-04-01,17.6,13.3,32.0,21.5,1419.0,0.0,6.0,2.6,203.6,1336.0,,,
725,2019-12-28,7.7,6.1,5.0,9.6,1251.0,0.0,10.5,3.4,321.9,203.0,,,
725,2014-06-13,21.4,17.8,354.0,25.5,1323.0,0.0,9.1,3.8,,602.0,0.0,,328.2
725,2015-11-25,10.8,6.9,2352.0,14.3,2.0,32.0,14.8,5.7,324.8,2338.0,6.5,500.0,
725,2021-12-16,11.0,9.4,912.0,12.7,356.0,16.0,13.0,5.7,342.3,2340.0,,,
725,2020-01-13,6.7,5.6,2210.0,8.3,1204.0,0.0,14.0,7.6,290.8,13.0,,,
725,2020-12-07,10.8,8.9,137.0,13.2,1159.0,0.0,12.0,6.0,174.2,1840.0,,,
725,2012-10-22,20.0,15.2,2011.0,24.6,1309.0,5.5,13.2,5.5,,2239.0,5.5,2300.0,322.3
725,2011-11-24,8.0,7.2,2400.0,9.3,1328.0,0.0,15.7,6.7,,203.0,0.0,,339.3
725,2017-12-18,6.5,3.4,548.0,9.3,2333.0,1.0,15.7,3.0,340.5,,,,
725,2014-11-07,15.1,13.1,2033.0,17.7,1233.0,0.0,10.0,4.7,,524.0,0.0,,209.1
725,2015-08-07,28.2,26.5,458.0,31.7,1240.0,0.0,6.4,2.3,105.2,1119.0,0.0,,
725,2015-01-18,6.5,2.9,551.0,9.4,2344.0,0.0,16.1,5.1,309.7,2349.0,0.0,,
725,2020-12-05,8.9,7.2,309.0,10.8,1244.0,0.0,13.9,6.9,196.2,749.0,,,
725,2016-10-27,19.9,16.9,1.0,21.9,1305.0,0.0,8.1,4.8,86.3,,,,
725,2019-07-05,22.1,19.5,336.0,25.6,1543.0,0.0,2.6,1.0,330.6,1606.0,,,
725,2011-08-29,23.8,22.2,649.0,25.8,1631.0,0.0,6.7,2.2,,816.0,0.0,,66.0
725,2020-03-31,13.6,12.2,546.0,15.9,1302.0,0.0,8.5,4.6,286.1,2354.0,,,
725,2017-08-20,26.8,24.3,410.0,30.1,1628.0,29.0,6.7,2.6,147.1,,,,
725,2016-05-01,17.6,11.5,558.0,22.6,1358.0,0.0,9.8,2.7,203.1,,,,
725,2010-10-06,18.9,14.9,644.0,21.0,1336.0,0.0,11.4,4.3,,2348.0,0.0,,37.1
725,2013-04-14,15.6,8.6,2357.0,23.5,1226.0,0.0,16.2,7.2,,908.0,0.0,,246.5
725,2010-10-17,18.2,15.4,223.0,21.3,1401.0,0.0,8.0,2.1,,613.0,0.0,,306.6
725,2020-09-19,21.3,18.2,333.0,24.8,1149.0,0.0,6.3,3.5,269.1,1744.0,,,
725,2020-10-05,18.0,16.2,659.0,20.3,1444.0,0.0,15.3,9.2,308.0,848.0,,,
725,2015-11-29,12.4,9.7,317.0,14.5,1458.0,0.0,7.1,2.2,102.8,1210.0,0.0,,
725,2021-11-30,13.0,7.4,2355.0,18.3,535.0,45.5,22.0,10.1,352.5,1805.0,,,
725,2010-07-16,23.0,21.2,315.0,25.7,1313.0,0.5,12.9,5.6,,1311.0,0.5,300.0,179.7
725,2011-07-28,27.0,25.6,445.0,29.6,1248.0,0.5,13.4,5.8,,119.0,0.5,800.0,193.2
725,2018-03-11,9.1,6.2,410.0,12.2,1329.0,0.0,5.4,2.6,326.3,456.0,,,
725,2012-12-10,4.1,3.1,426.0,5.9,1431.0,0.0,12.1,5.9,,1633.0,0.0,,343.8
725,2012-11-07,13.8,12.6,139.0,15.9,1433.0,0.0,14.6,8.0,,253.0,0.0,100.0,333.1
725,2013-06-18,22.9,21.8,620.0,26.2,1705.0,0.5,11.2,3.9,,2347.0,0.5,1400.0,205.1
725,2011-05-26,15.7,15.0,614.0,16.4,1204.0,11.5,16.3,6.6,,656.0,2.5,800.0,72.0
725,2019-06-04,20.2,17.8,112.0,24.0,1634.0,0.0,3.5,1.2,143.3,1622.0,,,
725,2016-01-04,11.6,10.5,35.0,13.0,1144.0,0.0,9.6,4.7,331.2,,,,
725,2013-10-26,14.2,12.9,2224.0,17.3,1301.0,0.0,15.5,8.3,,1343.0,0.0,,325.8
725,2019-12-31,2.6,1.2,2126.0,6.7,7.0,0.0,23.1,12.2,288.0,414.0,,,
725,2014-12-04,6.2,3.1,2336.0,8.3,1238.0,4.5,20.3,9.4,,1649.0,1.0,200.0,325.1
725,2017-09-30,22.5,17.7,212.0,25.7,1433.0,0.0,4.5,2.5,128.1,,,,
725,2019-01-06,6.1,5.0,745.0,7.3,1332.0,0.0,8.6,5.2,284.3,219.0,,,
725,2021-07-09,25.5,24.1,935.0,28.2,1303.0,1.0,7.5,2.2,264.3,1615.0,,,
725,2011-03-18,9.6,5.4,405.0,12.6,1306.0,0.0,10.6,4.1,,1552.0,0.0,,198.8
725,2020-06-06,19.4,17.5,2259.0,21.9,1153.0,0.0,7.0,2.4,26.7,1348.0,,,
725,2010-04-14,5.9,4.7,608.0,7.6,936.0,0.0,19.6,7.0,,25.0,0.0,,341.3
725,2012-07-19,24.8,23.1,2348.0,27.7,1248.0,1.5,13.5,2.4,,12.0,0.5,100.0,228.5
725,2020-05-04,17.4,15.4,0.0,21.0,1235.0,0.0,11.9,6.1,270.1,1849.0,,,
725,2014-09-03,24.6,21.9,2357.0,29.4,1214.0,14.0,12.6,3.5,,1437.0,5.0,800.0,311.5
725,2016-12-20,14.2,12.1,821.0,16.9,2355.0,0.0,6.6,2.7,94.9,,,,
725,2019-03-26,13.7,9.2,6.0,16.5,1159.0,0.0,7.8,3.7,279.2,556.0,,,
725,2013-07-20,27.9,25.3,415.0,31.7,1152.0,0.0,10.7,3.4,,1303.0,0.0,,202.4
725,2012-07-22,26.5,24.4,243.0,29.5,1334.0,0.0,7.9,2.4,,1451.0,0.0,,162.5
725,2014-12-22,5.7,1.1,146.0,8.0,2351.0,1.5,15.4,7.8,,313.0,0.5,300.0,332.3
725,2011-08-30,23.9,20.9,2236.0,26.5,1503.0,0.0,5.8,2.5,,901.0,0.0,,44.7
725,2013-04-20,9.8,7.8,2338.0,11.9,1.0,2.0,10.5,5.0,,1107.0,0.5,900.0,56.2
725,2010-08-14,25.7,24.5,540.0,27.5,1222.0,0.0,17.1,7.0,,2211.0,0.0,,188.0
725,2014-04-15,15.3,11.7,214.0,20.3,1525.0,0.0,9.4,4.3,,1952.0,0.0,,324.8
725,2016-04-17,13.1,11.3,2040.0,17.1,1.0,0.0,26.6,9.7,310.5,,,,
725,2014-02-10,4.7,2.7,1.0,7.0,2148.0,1.5,15.2,6.6,,2043.0,1.0,1800.0,49.8
725,2011-05-04,14.4,11.7,603.0,16.9,1552.0,0.0,12.7,4.6,,306.0,0.0,,323.9
725,2012-04-15,14.3,11.2,543.0,18.9,1358.0,0.0,6.0,2.6,,349.0,0.0,,314.1
725,2013-01-18,3.3,1.0,1.0,6.3,1445.0,0.0,14.3,7.3,,35.0,0.0,,297.5
725,2011-05-27,15.9,15.1,316.0,17.0,1441.0,0.5,11.0,4.3,,25.0,0.5,400.0,54.8
725,2010-10-20,20.0,18.8,2324.0,21.6,1203.0,0.0,11.2,5.7,,1630.0,0.0,,35.1
725,2010-03-15,11.5,7.6,2359.0,16.1,1.0,18.0,23.9,12.0,,1452.0,4.0,300.0,315.4
725,2019-10-26,16.3,15.0,2328.0,19.2,39.0,0.0,16.1,10.5,300.3,1415.0,,,
725,2013-03-10,8.0,5.3,2353.0,20.3,40.0,0.0,21.8,10.2,,40.0,0.0,,304.9
725,2020-10-25,17.0,14.4,16.0,19.3,1204.0,0.0,13.7,8.1,284.4,319.0,,,
725,2012-09-21,19.9,16.8,221.0,23.9,1242.0,0.0,4.0,1.6,,1043.0,0.0,,344.1
725,2019-11-29,10.3,8.9,709.0,11.9,1302.0,0.0,11.0,5.9,298.3,1307.0,,,
725,2013-06-07,20.4,17.1,33.0,23.8,1440.0,0.0,7.4,2.7,,1049.0,0.0,,127.4
725,2016-04-09,14.7,10.6,416.0,21.1,1526.0,0.0,5.8,2.1,326.1,,,,
725,2011-10-22,18.0,16.4,2342.0,19.6,1413.0,0.0,13.7,8.2,,1607.0,0.0,,307.4
725,2018-09-05,24.6,21.2,628.0,28.6,1323.0,0.0,5.4,1.9,312.9,1547.0,,,
725,2010-07-28,24.7,23.0,928.0,26.9,1522.0,27.5,18.4,7.4,,254.0,5.5,300.0,153.8
725,2014-04-07,11.7,8.7,1.0,16.0,1416.0,0.0,9.3,4.1,,1620.0,0.0,,316.1
725,2010-03-29,8.4,6.4,635.0,10.5,1305.0,0.0,12.5,5.7,,420.0,0.0,,6.3
725,2010-05-19,16.2,15.0,1857.0,19.1,1349.0,5.0,9.6,3.6,,520.0,2.5,500.0,327.9
725,2011-06-04,18.6,15.6,611.0,21.3,918.0,0.0,10.0,3.6,,1347.0,0.0,,171.3
725,2018-07-12,26.6,24.5,351.0,29.8,1321.0,0.0,5.1,2.5,169.6,1325.0,,,
725,2015-08-05,27.8,25.2,429.0,31.6,1603.0,0.0,6.1,2.1,210.9,8.0,0.0,,
725,2014-05-31,21.6,17.0,218.0,25.9,1200.0,0.0,6.1,1.7,,1309.0,0.0,,319.6
725,2015-09-13,21.7,19.3,232.0,24.1,1338.0,0.0,10.0,4.7,351.2,644.0,0.0,,
725,2020-02-13,12.1,10.5,2317.0,14.9,1239.0,0.0,13.6,3.5,289.3,131.0,,,
725,2011-08-10,24.8,23.7,332.0,27.7,1111.0,0.0,10.8,4.4,,48.0,0.0,,199.5
725,2019-10-25,19.9,17.6,428.0,22.3,1133.0,0.0,13.6,7.3,297.0,2146.0,,,
725,2012-02-24,10.0,6.9,15.0,11.5,201.0,1.5,12.0,5.2,,1621.0,1.5,2400.0,57.4
725,2018-11-16,15.4,13.2,2357.0,17.3,44.0,2.5,6.7,3.3,5.7,1543.0,,,
725,2019-12-02,9.4,7.2,1935.0,11.6,30.0,0.0,25.0,12.0,284.5,700.0,,,
725,2014-10-04,21.0,18.3,1.0,24.0,1052.0,0.0,16.0,7.3,,2141.0,0.0,,75.1
725,2010-06-25,21.0,19.4,1546.0,21.9,1216.0,24.0,14.5,4.4,,1702.0,6.5,1600.0,61.9
725,2017-06-17,20.9,19.0,409.0,23.5,1248.0,0.0,3.7,1.7,80.8,,,,
725,2020-02-26,11.6,8.4,2352.0,13.5,1157.0,0.0,13.4,6.8,280.5,2308.0,,,
725,2011-12-07,10.2,9.5,1941.0,11.2,1009.0,1.5,6.2,2.6,,59.0,0.5,1200.0,328.4
725,2014-02-05,3.5,-0.2,14.0,6.3,2351.0,0.0,11.7,3.6,,34.0,0.0,,343.7
725,2013-06-26,21.1,18.9,733.0,24.3,1441.0,49.0,11.5,3.6,,247.0,32.0,400.0,67.8
725,2017-03-08,6.0,3.0,126.0,7.7,1357.0,0.0,9.7,6.2,312.5,,,,
725,2014-12-24,10.2,6.8,2358.0,15.0,1207.0,0.0,15.5,4.4,,2320.0,0.0,,337.9
725,2021-04-07,14.2,11.9,450.0,16.7,1252.0,0.0,12.7,7.2,288.1,755.0,,,
725,2021-11-05,19.0,15.0,33.0,20.4,1023.0,0.0,10.2,4.6,113.1,1554.0,,,
725,2013-08-17,29.6,25.4,256.0,34.1,1320.0,0.0,7.6,1.6,,1408.0,0.0,,165.7
725,2019-04-15,12.6,10.1,518.0,15.4,1351.0,0.0,9.7,4.3,302.3,11.0,,,
725,2018-11-15,16.7,12.0,24.0,19.4,1112.0,0.0,4.8,1.9,77.3,1259.0,,,
725,2021-12-25,2.2,0.7,2338.0,5.8,15.0,0.0,20.7,12.4,354.5,1651.0,,,
725,2017-01-25,3.6,2.1,417.0,5.6,1521.0,0.0,7.6,4.5,317.8,,,,
725,2019-12-18,8.9,7.3,2040.0,10.9,10.0,0.0,17.8,11.8,286.1,449.0,,,
725,2011-09-28,22.7,21.0,618.0,24.4,1326.0,0.0,9.8,4.7,,711.0,0.0,,59.5
725,2015-12-10,16.0,14.2,2337.0,17.2,926.0,49.5,10.6,2.7,161.4,838.0,9.0,900.0,
725,2016-05-05,,,,,,1.0,,,,,,,
725,2021-08-10,27.2,25.1,457.0,29.6,1521.0,0.0,7.4,2.5,169.0,1557.0,,,
725,2011-07-14,25.6,23.3,17.0,28.1,1349.0,0.0,12.8,6.2,,1703.0,0.0,,162.9
725,2016-10-23,19.3,17.9,2331.0,22.0,1112.0,1.0,9.9,6.1,61.0,,,,
725,2020-12-17,5.4,3.2,5.0,7.7,1359.0,0.0,14.6,7.6,303.3,835.0,,,
725,2010-09-10,25.6,22.8,400.0,27.9,1258.0,0.0,8.7,3.9,,1510.0,0.0,,184.4
725,2010-11-24,14.1,12.3,2349.0,16.6,1336.0,0.0,9.3,3.4,,526.0,0.0,,61.7
725,2014-09-24,23.7,21.7,1952.0,26.1,137.0,16.0,18.8,6.9,,1937.0,11.0,500.0,336.5
725,2018-07-13,26.4,23.3,357.0,30.2,1325.0,0.0,5.0,1.8,201.2,1454.0,,,
725,2019-09-01,22.8,21.5,1859.0,24.8,1114.0,28.0,5.3,1.6,73.9,2137.0,,,
725,2011-06-28,21.9,20.2,46.0,23.2,1217.0,29.0,12.9,4.2,,2307.0,11.5,800.0,181.6
725,2020-08-28,27.0,25.5,2044.0,29.3,927.0,14.5,10.1,4.2,100.0,2108.0,,,
725,2019-09-07,25.9,22.3,2057.0,29.0,1305.0,5.5,15.5,5.1,118.0,36.0,,,
725,2015-09-14,23.2,20.9,59.0,26.4,1251.0,0.0,9.5,4.0,100.7,2118.0,0.0,,
725,2013-06-02,18.3,15.9,350.0,21.0,1337.0,0.0,7.2,3.1,,1235.0,0.0,,2.3
725,2016-01-23,-0.5,-4.3,2353.0,3.5,5.0,1.0,18.3,8.5,324.6,,,,
725,2021-03-20,13.0,10.0,2357.0,15.9,1249.0,16.0,17.6,8.2,287.7,2344.0,,,
725,2016-12-11,10.1,6.6,337.0,13.0,2344.0,0.0,6.1,2.7,7.8,,,,
725,2021-10-18,14.8,12.5,36.0,17.2,1402.0,0.0,7.8,3.2,353.1,111.0,,,
725,2018-01-27,1.3,-1.8,404.0,3.7,2356.0,0.0,11.0,3.1,336.6,13.0,,,
725,2016-08-25,27.9,25.3,2351.0,31.6,1305.0,0.0,5.7,2.6,43.0,,,,
725,2012-06-23,22.2,19.8,21.0,24.8,1201.0,1.5,8.9,2.0,,2337.0,1.5,2400.0,100.9
725,2013-09-30,23.1,21.4,420.0,26.1,1149.0,19.0,7.5,1.9,,1224.0,9.0,400.0,52.6
725,2021-02-24,10.8,6.8,118.0,13.4,1354.0,0.0,10.3,5.2,270.8,18.0,,,
725,2016-04-23,15.3,13.8,47.0,16.7,1452.0,2.0,7.1,1.8,340.2,,,,
725,2018-03-22,7.5,5.0,49.0,9.8,1521.0,1.5,7.6,4.5,334.3,449.0,,,
725,2021-05-05,15.4,13.1,556.0,18.6,1243.0,1.0,20.2,9.0,280.2,400.0,,,
725,2013-10-25,15.0,13.4,2244.0,17.5,1208.0,0.0,15.2,8.2,,2324.0,0.0,,338.6
725,2013-05-01,14.1,10.9,521.0,19.5,1310.0,0.0,12.0,4.4,,409.0,0.0,,312.9
725,2013-06-09,19.9,19.0,1709.0,22.6,930.0,9.5,10.9,4.8,,55.0,2.5,1700.0,101.3
725,2013-12-03,9.5,7.6,355.0,12.0,1448.0,0.0,8.5,4.1,,5.0,0.0,,338.4
725,2016-01-19,1.3,-0.8,824.0,3.1,1453.0,2.5,22.0,12.5,338.5,,,,
725,2017-08-07,29.1,26.8,2259.0,31.8,1316.0,0.0,5.9,3.7,311.3,,,,
725,2017-09-20,23.2,21.0,17.0,25.1,1030.0,0.0,5.4,2.7,304.6,,,,
725,2013-03-07,13.6,8.2,2358.0,19.5,1134.0,0.0,13.2,4.4,,1006.0,0.0,,230.1
725,2012-12-01,8.1,5.2,811.0,11.0,2347.0,0.0,14.4,4.9,,420.0,0.0,,349.2
725,2019-03-06,11.2,9.6,2355.0,12.9,141.0,8.0,8.5,4.5,300.8,2056.0,,,
725,2021-03-02,7.4,6.3,823.0,9.3,1552.0,0.0,20.2,10.0,305.0,427.0,,,
725,2020-06-02,18.8,13.2,343.0,23.8,1400.0,0.0,12.3,4.2,148.3,1435.0,,,
725,2011-05-28,16.6,15.8,317.0,18.4,1122.0,0.0,10.9,5.3,,2323.0,0.0,,39.7
725,2015-01-28,4.3,2.8,24.0,6.6,2356.0,0.0,14.6,5.4,337.2,308.0,0.0,,
725,2017-02-20,7.8,2.5,2046.0,15.8,448.0,0.0,11.6,6.6,327.8,,,,
725,2020-05-15,19.8,17.3,406.0,24.1,1425.0,20.5,12.7,3.8,121.5,654.0,,,
725,2017-01-12,7.5,5.4,247.0,9.7,1426.0,0.0,11.3,4.7,317.0,,,,
725,2020-04-25,16.2,9.6,1.0,21.2,1353.0,0.0,13.2,6.5,176.3,845.0,,,
725,2017-11-28,13.8,8.4,104.0,16.3,1009.0,1.5,3.6,1.3,286.7,,,,
725,2013-12-27,3.3,2.3,2212.0,5.0,1142.0,0.0,20.5,10.6,,516.0,0.0,,345.3
725,2016-03-04,16.5,13.4,528.0,20.1,1251.0,0.0,10.2,2.7,202.6,,,,
725,2011-07-21,24.3,23.0,2145.0,26.4,1201.0,0.0,8.5,4.0,,1438.0,0.0,,119.5
725,2021-07-10,25.9,23.4,427.0,30.4,1608.0,0.0,10.6,2.8,167.0,1217.0,,,
725,2016-06-05,18.9,17.2,702.0,20.8,1331.0,0.0,6.7,3.4,45.2,,,,
725,2021-11-14,15.0,11.5,104.0,17.8,1209.0,0.0,10.0,4.5,345.2,1330.0,,,
725,2020-03-05,6.2,4.2,643.0,8.5,1547.0,0.0,18.2,8.8,296.9,58.0,,,
725,2017-10-14,19.2,17.9,520.0,21.1,2025.0,1.5,7.9,4.6,61.8,,,,
725,2014-07-27,24.0,21.9,2209.0,26.4,1204.0,0.0,5.3,1.9,,546.0,0.0,,338.4
725,2010-12-24,0.2,-1.5,1801.0,3.8,3.0,0.0,23.0,12.1,,759.0,0.0,,309.7
725,2017-05-21,19.7,15.6,540.0,24.3,1407.0,0.0,3.6,1.3,129.6,,,,
725,2010-06-14,19.7,17.3,313.0,22.2,1210.0,0.0,6.5,1.8,,900.0,0.0,,62.2
725,2016-05-11,15.0,13.2,2345.0,17.8,1520.0,0.0,13.4,5.3,305.9,,,,
725,2019-03-04,10.8,9.3,735.0,12.9,1245.0,1.0,8.1,4.7,284.7,1554.0,,,
725,2017-07-21,29.4,26.0,2332.0,33.9,1433.0,0.0,3.9,1.2,200.3,,,,
725,2011-08-22,21.8,21.2,2349.0,22.7,1232.0,7.0,12.3,5.2,,2344.0,2.5,2300.0,62.4
725,2013-05-25,21.4,15.8,536.0,26.4,1438.0,0.0,5.4,1.4,,1408.0,0.0,,175.2
725,2017-09-07,23.2,20.1,1013.0,24.9,1.0,31.5,6.3,3.8,329.8,,,,
725,2018-03-24,11.2,7.4,1.0,15.7,1439.0,0.0,4.6,2.3,294.1,120.0,,,
725,2019-03-12,11.0,6.5,2347.0,17.0,1442.0,0.0,9.8,4.5,251.9,123.0,,,
725,2016-03-09,6.6,4.5,2216.0,9.1,1315.0,21.0,14.8,7.3,338.9,,,,
725,2015-01-29,7.3,5.8,2355.0,8.8,720.0,43.0,12.2,3.9,332.2,1746.0,8.0,1500.0,
725,2020-11-01,18.2,13.6,329.0,22.0,1326.0,0.5,8.1,2.7,264.2,1552.0,,,
725,2013-12-23,6.3,5.6,2336.0,7.5,1208.0,0.0,14.6,6.6,,1750.0,0.0,,334.4
725,2020-11-30,8.8,7.5,606.0,11.0,1211.0,0.0,15.0,7.5,216.5,1858.0,,,
725,2018-12-23,9.7,7.0,2334.0,12.3,212.0,4.5,10.6,5.6,299.7,1428.0,,,
725,2018-01-01,6.7,5.3,745.0,8.6,1428.0,0.0,8.4,4.4,356.8,305.0,,,
725,2011-11-14,12.7,11.8,717.0,13.9,1.0,0.0,15.7,8.5,,1348.0,0.0,,315.7
725,2017-03-15,8.5,6.2,159.0,11.8,1419.0,0.0,17.5,3.1,343.5,,,,
725,2015-11-08,18.9,17.6,1906.0,21.1,20.0,0.5,10.4,4.4,332.3,1855.0,0.5,900.0,
725,2015-06-28,21.7,18.7,430.0,25.2,1518.0,0.0,9.0,3.2,88.5,1321.0,0.0,,
725,2021-08-13,24.3,23.4,1140.0,25.7,1246.0,26.0,13.0,5.3,50.0,1028.0,,,
725,2020-01-29,9.1,7.2,1533.0,11.1,1102.0,1.5,13.9,7.5,294.2,1527.0,,,
725,2016-05-18,18.1,14.7,516.0,22.1,1304.0,0.0,5.2,1.8,318.3,,,,
725,2013-08-30,25.1,23.3,430.0,28.2,105.0,82.0,8.8,2.6,,248.0,19.5,400.0,91.7
725,2016-12-03,11.2,8.2,655.0,13.6,1351.0,0.0,6.3,2.7,310.1,,,,
725,2011-12-08,7.8,4.2,2315.0,10.4,1016.0,3.5,17.4,7.3,,1945.0,1.0,200.0,341.3
725,2019-05-04,17.4,13.8,448.0,20.7,1300.0,0.0,5.0,1.9,271.9,250.0,,,
725,2017-06-01,18.6,17.0,437.0,22.1,1635.0,0.0,7.4,2.6,298.9,,,,
725,2018-09-24,,,,,,0.0,,,,,,,
725,2019-07-24,26.2,24.1,5.0,28.9,1525.0,0.0,6.3,3.4,145.6,927.0,,,
725,2013-10-04,21.9,19.3,643.0,24.6,1345.0,0.0,11.9,5.0,,2002.0,0.0,,82.9
725,2014-08-22,24.5,21.5,535.0,28.2,1353.0,0.0,5.4,1.8,,923.0,0.0,,6.1
725,2014-12-21,3.5,0.8,2322.0,5.8,1417.0,10.0,20.4,7.4,,2049.0,2.5,1000.0,300.0
725,2020-11-24,10.7,8.6,4.0,12.8,1313.0,0.0,12.7,6.7,266.7,1529.0,,,
725,2018-07-03,22.9,21.9,1435.0,24.0,1835.0,15.0,11.3,5.6,47.8,1152.0,,,
725,2018-05-19,15.9,15.2,2146.0,17.1,113.0,1.0,9.1,5.3,68.0,2025.0,,,
725,2010-01-17,4.7,2.6,524.0,6.5,1447.0,0.0,14.4,6.2,,1112.0,0.0,,328.8
725,2018-01-25,-1.9,-2.6,841.0,-1.1,1620.0,0.0,10.7,6.5,329.7,2152.0,,,
725,2012-05-07,19.3,16.2,1.0,23.5,1244.0,0.0,10.0,2.4,,720.0,0.0,,332.4
725,2021-12-09,14.5,13.3,322.0,15.4,930.0,0.0,11.4,6.2,114.0,1822.0,,,
725,2021-03-04,11.9,10.3,1.0,13.8,1648.0,56.5,14.4,5.0,6.2,2207.0,,,
725,2017-05-05,17.2,15.8,2109.0,20.2,1608.0,8.5,6.0,2.4,198.4,,,,
725,2011-07-12,25.5,23.8,707.0,27.1,1217.0,0.0,11.7,5.6,,928.0,0.0,,145.6
725,2021-02-06,10.9,7.7,5.0,14.3,1216.0,0.0,10.3,5.1,277.1,1705.0,,,
725,2018-01-15,11.0,7.5,101.0,13.9,1338.0,0.0,4.9,1.9,301.2,704.0,,,
725,2015-10-15,19.1,16.1,521.0,23.9,1136.0,0.0,5.7,1.7,102.1,1444.0,0.0,,
725,2019-01-18,7.5,5.7,542.0,9.6,1258.0,0.0,7.1,3.6,301.4,114.0,,,
725,2020-08-24,28.7,24.9,25.0,31.4,1233.0,0.0,8.2,3.6,115.7,858.0,,,
725,2012-07-30,28.5,24.8,533.0,31.9,1409.0,0.0,6.2,1.6,,1705.0,0.0,,164.0
725,2012-01-01,6.1,3.0,2324.0,8.2,1408.0,0.0,17.3,7.7,,1821.0,0.0,,345.8
725,2017-05-10,15.1,14.0,721.0,16.4,1145.0,0.5,8.3,3.6,306.3,,,,
725,2015-11-06,20.0,17.3,350.0,23.2,1211.0,7.0,14.0,3.5,97.8,2027.0,3.0,2100.0,
725,2021-05-07,18.2,13.9,0.0,24.2,1256.0,0.0,16.4,6.0,273.9,1510.0,,,
725,2014-01-29,10.6,4.3,632.0,15.6,1335.0,2.5,6.6,2.2,,1228.0,1.5,2300.0,164.8
725,2012-01-03,5.3,1.1,2359.0,8.6,1142.0,2.0,27.7,6.9,,2037.0,1.0,1400.0,351.2
725,2019-06-25,22.4,18.7,28.0,25.1,1243.0,0.0,4.6,2.5,94.0,948.0,,,
725,2019-05-30,20.1,17.4,504.0,24.4,1407.0,0.0,5.1,1.8,279.7,128.0,,,
725,2014-04-16,15.7,13.5,541.0,19.8,1217.0,0.0,6.3,1.9,,1930.0,0.0,,229.8
725,2017-11-19,8.0,6.0,1.0,9.3,1201.0,0.0,11.0,4.7,276.2,,,,
725,2011-12-18,6.6,3.9,3.0,8.7,1425.0,0.0,11.9,5.5,,1415.0,0.0,,338.3
725,2018-04-20,16.0,11.2,349.0,21.3,1321.0,0.0,3.4,1.3,309.8,527.0,,,
725,2012-11-22,13.5,12.0,546.0,16.9,1304.0,0.0,12.0,3.4,,134.0,0.0,100.0,55.4
725,2014-10-10,22.1,20.4,545.0,25.1,1308.0,0.0,15.4,5.7,,2026.0,0.0,,88.9
725,2017-06-02,19.0,16.4,412.0,22.3,1354.0,0.0,6.1,3.3,301.9,,,,
725,2016-12-24,7.1,5.4,326.0,8.6,2356.0,0.0,8.0,3.5,340.9,,,,
725,2016-05-14,17.5,16.2,18.0,19.5,1222.0,0.0,9.1,4.6,86.5,,,,
725,2011-07-11,25.1,23.2,121.0,27.4,1340.0,0.0,10.5,5.4,,741.0,0.0,,128.4
725,2020-04-11,12.4,9.7,2134.0,16.5,1011.0,27.5,12.1,5.0,26.9,1709.0,,,
725,2013-03-03,4.8,2.8,301.0,7.6,1421.0,0.0,13.5,7.2,,1301.0,0.0,,318.1
725,2010-07-02,21.9,20.7,1958.0,22.9,1351.0,0.0,10.8,5.5,,1919.0,0.0,,175.1
725,2010-03-30,10.8,7.8,109.0,12.0,1122.0,0.0,11.8,5.2,,947.0,0.0,,126.6
725,2010-04-29,10.9,6.9,540.0,13.7,1444.0,0.0,19.6,6.9,,231.0,0.0,,310.7
725,2012-09-07,24.1,19.3,332.0,27.7,1402.0,0.0,8.3,2.2,,2203.0,0.0,,171.2
725,2021-01-05,5.7,1.7,2216.0,9.1,416.0,0.5,17.4,7.9,319.5,1206.0,,,
725,2019-05-01,14.2,12.7,2201.0,17.1,1344.0,0.0,9.0,5.4,282.5,2015.0,,,
